"Docker Engine","Docker Remote Authentication API","http://api.example.com/auth","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-authentication-api-openapi-spec.json","Check auth configuration"
"Docker Engine","Docker Remote Build API","http://api.example.com/build","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-build-api-openapi-spec.json","Build an image from Dockerfile via stdin"
"Docker Engine","Docker Remote Commit API","http://api.example.com/commit","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-commit-api-openapi-spec.json","Create a new image from a containers changes"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/create","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Create a container"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/start","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Start a container"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/stop","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Stop a container"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/top","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","List processes running inside a container"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/logs","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Get container logs"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/attach","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Attach to a container"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/exec","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Image tarball format"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/json","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Inspect a container"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}","DELETE","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Remove a container"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/unpause","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Unpause a container"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/export","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Export a container"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/wait","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Wait a container"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/pause","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Pause a container"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/json","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","List containers"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/changes","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Inspect changes on a containers filesystem"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/restart","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Restart a container"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/copy","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Copy files or folders from a container"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/resize?h=&lt;height&gt;&amp;w=&lt;width&gt;","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Resize a container TTY"
"Docker Engine","Docker Remote Containers API","http://api.example.com/containers/{id}/kill","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-containers-api-openapi-spec.json","Kill a container"
"Docker Engine","Docker Remote Events API","http://api.example.com/events","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-events-api-openapi-spec.json","Monitor Dockers events"
"Docker Engine","Docker Remote Exec API","http://api.example.com/exec/{id}/json","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-exec-api-openapi-spec.json","Exec Inspect"
"Docker Engine","Docker Remote Exec API","http://api.example.com/exec/{id}/resize","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-exec-api-openapi-spec.json","Exec Resize"
"Docker Engine","Docker Remote Exec API","http://api.example.com/exec/{id}/start","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-exec-api-openapi-spec.json","Exec Start"
"Docker Engine","Docker Remote Images API","http://api.example.com/images/{name}/history","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-images-api-openapi-spec.json","Get the history of an image"
"Docker Engine","Docker Remote Images API","http://api.example.com/images/load","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-images-api-openapi-spec.json","Load a tarball with a set of images and tags into docker"
"Docker Engine","Docker Remote Images API","http://api.example.com/images/{name}/push","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-images-api-openapi-spec.json","Push an image on the registry"
"Docker Engine","Docker Remote Images API","http://api.example.com/images/{name}/json","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-images-api-openapi-spec.json","Inspect an image"
"Docker Engine","Docker Remote Images API","http://api.example.com/images/{name}/get","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-images-api-openapi-spec.json","Get a tarball containing all images in a repository"
"Docker Engine","Docker Remote Images API","http://api.example.com/images/{name}/tag","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-images-api-openapi-spec.json","Tag an image into a repository"
"Docker Engine","Docker Remote Images API","http://api.example.com/images/{name}","DELETE","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-images-api-openapi-spec.json","Remove an image"
"Docker Engine","Docker Remote Images API","http://api.example.com/images/json","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-images-api-openapi-spec.json","List Images"
"Docker Engine","Docker Remote Images API","http://api.example.com/images/search","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-images-api-openapi-spec.json","Search images"
"Docker Engine","Docker Remote Images API","http://api.example.com/images/get","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-images-api-openapi-spec.json","Get a tarball containing all images."
"Docker Engine","Docker Remote Images API","http://api.example.com/images/create","POST","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-images-api-openapi-spec.json","Create an image"
"Docker Engine","Docker Remote Info API","http://api.example.com/info","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-info-api-openapi-spec.json","Display system-wide information"
"Docker Engine","Docker Remote Ping API","http://api.example.com/_ping","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-ping-api-openapi-spec.json","Ping the docker server"
"Docker Engine","Docker Remote Version API","http://api.example.com/version","GET","https://raw.githubusercontent.com/api-stack/api-stack/gh-pages/data/docker/docker-remote-version-api-openapi-spec.json","Show the docker version information"
